date,value
4-11-2021,"135,000"
5-10-2021,"342,000"
5-10-2021,"151,250"
5-10-2021,"150,000"
5-10-2021,"125,000"
5-10-2021,"165,000"
5-10-2021,"260,000"
6-12-2021,"390,000"
6-12-2021,"220,000"
6-12-2021,"162,500"
6-12-2021,"150,000"
6-12-2021,"180,000"
6-12-2021,"292,500"
7-10-2021,"405,000"
7-10-2021,"233,750"
7-10-2021,"175,000"
7-10-2021,"150,000"
7-10-2021,"195,000"
7-10-2021,"325,000"
8-11-2021,"390,000"
8-11-2021,"233,750"
8-11-2021,"175,000"
8-11-2021,"125,000"
8-11-2021,"135,000"
8-11-2021,"260,000"
9-10-2021,"315,000"
9-10-2021,"178,750"
9-10-2021,"112,500"
9-10-2021,"100,000"
9-10-2021,"120,000"
9-10-2021,"195,000"
10-12-2021,"308,750"
10-12-2021,"180,000"
10-12-2021,"120,000"
10-12-2021,"105,000"
10-12-2021,"122,500"
10-12-2021,"225,000"
11-11-2021,"315,000"
11-11-2021,"195,000"
11-11-2021,"192,000"
11-11-2021,"180,000"
11-11-2021,"192,500"
11-11-2021,"281,250"
12-10-2021,"420,000"
12-10-2021,"240,000"
12-10-2021,"225,000"
12-10-2021,"195,000"
12-10-2021,"227,500"
12-10-2021,"318,750"
1-21-2021,"262,500"
1-21-2021,"162,500"
1-21-2021,"130,000"
1-21-2021,"78,750"
1-21-2021,"135,000"
1-21-2021,"162,500"
2-19-2021,"300,000"
2-19-2021,"125,000"
2-19-2021,"120,000"
2-19-2021,"90,000"
2-19-2021,"165,000"
2-19-2021,"187,500"
3-17-2021,"285,000"
3-17-2021,"137,500"
3-17-2021,"120,000"
3-17-2021,"67,500"
3-17-2021,"120,000"
3-17-2021,"150,000"
4-18-2021,"275,000"
4-18-2021,"125,000"
4-18-2021,"100,000"
4-18-2021,"78,750"
4-18-2021,"105,000"
4-18-2021,"162,500"
5-17-2021,"386,750"
5-17-2021,"180,000"
5-17-2021,"178,750"
5-17-2021,"151,250"
5-17-2021,"195,000"
5-17-2021,"297,500"
6-19-2021,"438,750"
6-19-2021,"255,000"
6-19-2021,"192,500"
6-19-2021,"178,750"
6-19-2021,"211,250"
6-19-2021,"332,500"
7-17-2021,"455,000"
7-17-2021,"270,000"
7-17-2021,"206,250"
7-17-2021,"178,750"
7-17-2021,"227,500"
7-17-2021,"367,500"
8-18-2021,"438,750"
8-18-2021,"270,000"
8-18-2021,"206,250"
8-18-2021,"151,250"
8-18-2021,"162,500"
8-18-2021,"297,500"
9-17-2021,"357,500"
9-17-2021,"210,000"
9-17-2021,"137,500"
9-17-2021,"123,750"
9-17-2021,"146,250"
9-17-2021,"227,500"
10-19-2021,"332,500"
10-19-2021,"195,000"
10-19-2021,"130,000"
10-19-2021,"113,750"
10-19-2021,"131,250"
10-19-2021,"240,000"
11-18-2021,"337,500"
11-18-2021,"211,250"
11-18-2021,"224,250"
11-18-2021,"211,250"
11-18-2021,"225,000"
11-18-2021,"320,000"
12-17-2021,"468,750"
12-17-2021,"276,250"
12-17-2021,"260,000"
12-17-2021,"227,500"
12-17-2021,"262,500"
12-17-2021,"360,000"
1-24-2021,"275,000"
1-24-2021,"165,000"
1-24-2021,"135,000"
1-24-2021,"75,000"
1-24-2021,"130,000"
1-24-2021,"165,000"
2-22-2021,"316,250"
2-22-2021,"123,750"
2-22-2021,"123,750"
1-1-,"15,792"
1-2-,"12,220"
1-3-,"9,000"
1-4-,"10,127"
1-5-,"12,870"
1-6-,"11,960"
1-7-,"14,398"
1-8-,"12,006"
1-21-,"9,936"
1-22-,"9,064"
1-23-,"14,094"
1-24-,"13,920"
1-25-,"16,284"
1-26-,"12,432"
1-27-,"9,633"
1-28-,"9,288"
1-29-,"13,570"
1-30-,"10,710"
1-31-,"13,500"
2-1-,"10,998"
2-2-,"9,828"
2-3-,"9,799"
2-4-,"12,040"
2-5-,"11,662"
2-6-,"17,118"
2-7-,"12,950"
2-8-,"12,006"
2-9-,"10,580"
2-10-,"14,455"
3-3-,"17,110"
3-4-,"17,215"
3-5-,"14,580"
3-6-,"12,788"
3-7-,"12,267"
3-8-,"13,860"
3-9-,"19,520"
3-10-,"18,821"
3-11-,"14,151"
3-12-,"11,362"
3-13-,"11,178"
3-14-,"13,398"
3-15-,"17,446"
3-16-,"18,850"
3-17-,"16,324"
3-18-,"11,565"
3-31-,"11,327"
4-17-,"14,580"
4-18-,"17,980"
4-19-,"20,160"
4-20-,"13,500"
4-21-,"12,596"
4-22-,"11,844"
4-23-,"14,616"
4-24-,"16,520"
4-25-,"15,104"
4-26-,"19,720"
4-27-,"17,940"
4-28-,"14,469"
4-29-,"13,416"
4-30-,"12,600"
5-1-,"16,256"
5-2-,"17,358"
5-3-,"19,344"
5-4-,"15,300"
5-5-,"15,390"
5-6-,"12,150"
5-7-,"15,660"
7-18-,"19,720"
7-19-,"5,616"
7-20-,"7,650"
7-21-,"6,930"
7-22-,"5,950"
7-23-,"5,544"
7-24-,"6,902"
7-25-,"4,899"
7-26-,"8,415"
7-27-,"5,632"
7-28-,"5,950"
7-29-,"4,750"
7-30-,"6,664"
7-31-,"7,366"
8-1-,"9,204"
8-2-,"5,824"
8-3-,"6,438"
8-4-,"5,125"
8-5-,"7,371"
8-6-,"6,318"
8-7-,"8,550"
8-8-,"6,902"
8-9-,"5,868"
8-10-,"6,174"
8-11-,"9,048"
8-12-,"7,772"
8-13-,"9,842"
8-14-,"7,425"
8-15-,"7,371"
8-16-,"7,056"
8-17-,"10,212"
8-18-,"9,282"
8-19-,"9,996"
8-20-,"8,584"
8-21-,"7,714"
8-22-,"6,929"
8-23-,"11,750"
8-24-,"8,806"
8-25-,"9,996"
8-26-,"11,803"
8-27-,"7,560"
8-28-,"8,036"
8-29-,"13,771"
8-30-,"9,916"
8-31-,"10,619"
9-1-,"11,583"
9-2-,"7,182"
9-3-,"6,929"
9-4-,"10,350"
9-5-,"11,220"
9-6-,"8,733"
9-7-,"10,764"
9-8-,"8,507"
9-9-,"7,700"
9-10-,"10,650"
9-11-,"10,560"
9-12-,"9,288"
9-13-,"9,024"
9-14-,"7,560"
9-15-,"6,300"
9-16-,"11,130"
10-20-,"10,062"
10-21-,"10,449"
10-22-,"9,682"
10-23-,"9,744"
10-24-,"8,190"
10-25-,"12,597"
10-26-,"9,758"
10-27-,"12,540"
10-28-,"11,985"
10-29-,"8,554"
10-30-,"7,098"
10-31-,"13,833"
11-1-,"7,733"
11-2-,"9,506"
11-3-,"9,982"
11-4-,"8,400"
11-5-,"8,211"
11-6-,"11,417"
11-7-,"8,251"
11-8-,"10,290"
11-9-,"9,604"
11-10-,"7,050"
11-11-,"7,000"
11-12-,"8,372"
11-13-,"11,270"
11-14-,"10,150"
11-15-,"11,165"
12-22-,"10,092"
12-23-,"8,990"
12-24-,"11,340"
12-25-,"12,768"
12-26-,"12,586"
12-27-,"13,440"
12-28-,"10,152"
12-29-,"8,968"
12-30-,"14,616"
12-31-,"14,112"
1-1-2021,"14,400"
1-2-2021,"13,080"
1-3-2021,"10,192"
1-4-2021,"9,240"
1-5-2021,"13,608"
1-6-2021,"15,288"
1-7-2021,"15,624"
1-8-2021,"13,184"
1-9-2021,"12,390"
1-10-2021,"9,610"
1-11-2021,"15,768"
1-12-2021,"15,512"
1-13-2021,"14,455"
1-14-2021,"15,376"
1-15-2021,"11,990"
1-16-2021,"14,912"
1-17-2021,"16,776"
1-18-2021,"16,926"
1-19-2021,"17,094"
1-20-2021,"12,000"
1-21-2021,"11,092"
1-22-2021,"12,972"
1-23-2021,"13,756"
1-24-2021,"12,291"
1-25-2021,"15,008"
1-26-2021,"11,700"
1-27-2021,"10,759"
1-28-2021,"13,734"
1-29-2021,"14,105"
1-30-2021,"12,036"
1-31-2021,"12,921"
2-1-2021,"9,100"
2-2-2021,"10,353"
2-3-2021,"10,738"
2-4-2021,"12,348"
2-5-2021,"13,676"
2-6-2021,"13,688"
2-7-2021,"10,500"
2-8-2021,"11,130"
2-9-2021,"10,269"
2-10-2021,"13,534"
2-11-2021,"14,943"
2-12-2021,"15,834"
2-13-2021,"12,116"
2-14-2021,"9,894"
2-15-2021,"10,325"
2-16-2021,"13,936"
2-17-2021,"6,496"
2-18-2021,"8,036"
3-9-2021,"7,749"
3-10-2021,"6,560"
3-11-2021,"7,105"
3-12-2021,"7,462"
3-13-2021,"7,650"
3-14-2021,"8,385"
3-15-2021,"7,436"
3-16-2021,"6,232"
3-17-2021,"5,198"
3-18-2021,"7,216"
3-19-2021,"6,912"
3-20-2021,"7,995"
3-21-2021,"7,098"
3-22-2021,"6,314"
3-23-2021,"4,876"
4-6-2021,"7,708"
4-7-2021,"10,320"
4-8-2021,"7,644"
4-9-2021,"8,575"
4-10-2021,"6,536"
4-11-2021,"5,831"
4-12-2021,"10,788"
4-13-2021,"8,528"
4-14-2021,"7,943"
4-15-2021,"7,335"
4-16-2021,"6,314"
4-17-2021,"5,895"
4-18-2021,"11,584"
4-19-2021,"11,880"
4-20-2021,"10,575"
4-21-2021,"9,744"
4-22-2021,"7,700"
4-23-2021,"5,625"
4-24-2021,"12,000"
4-25-2021,"9,758"
4-26-2021,"9,936"
4-27-2021,"10,246"
4-28-2021,"8,316"
4-29-2021,"8,694"
4-30-2021,"11,977"
5-1-2021,"11,844"
5-2-2021,"11,271"
5-3-2021,"10,464"
5-4-2021,"7,943"
5-5-2021,"10,556"
5-6-2021,"11,529"
5-7-2021,"10,011"
5-8-2021,"12,350"
5-9-2021,"9,016"
5-10-2021,"8,096"
5-11-2021,"9,454"
5-12-2021,"11,151"
5-13-2021,"10,976"
5-14-2021,"11,832"
5-15-2021,"8,624"
5-16-2021,"8,400"
5-17-2021,"9,744"
5-18-2021,"10,912"
5-19-2021,"11,319"
5-20-2021,"11,610"
5-21-2021,"7,943"
5-22-2021,"8,272"
5-23-2021,"9,570"
5-24-2021,"11,151"
5-25-2021,"11,025"
5-26-2021,"12,150"
5-27-2021,"8,372"
5-28-2021,"10,290"
5-29-2021,"8,580"
5-30-2021,"11,564"
5-31-2021,"5,456"
6-1-2021,"3,157"
6-2-2021,"2,656"
6-3-2021,"1,258"
6-4-2021,"2,491"
6-5-2021,"2,829"
6-6-2021,"6,952"
6-7-2021,"2,193"
6-8-2021,"1,952"
6-9-2021,"1,092"
6-10-2021,"2,200"
6-11-2021,"3,311"
6-12-2021,"6,768"
6-13-2021,"2,760"
6-14-2021,"2,516"
6-15-2021,779
6-16-2021,"2,128"
6-17-2021,"2,835"
6-18-2021,"5,856"
6-19-2021,"2,112"
6-20-2021,"1,512"
6-21-2021,880
6-22-2021,"1,512"
6-23-2021,"3,185"
6-24-2021,"7,772"
6-25-2021,"2,862"
6-26-2021,"2,156"
6-27-2021,"1,344"
6-28-2021,"2,065"
6-29-2021,"4,032"
6-30-2021,"6,210"
7-1-2021,"2,709"
7-2-2021,"2,106"
7-3-2021,"1,786"
7-4-2021,"2,346"
7-5-2021,"5,355"
7-6-2021,"7,567"
7-7-2021,"3,483"
7-8-2021,"2,340"
7-9-2021,"1,950"
7-10-2021,"2,632"
7-11-2021,"6,480"
7-12-2021,"7,301"
7-13-2021,"3,854"
7-14-2021,"2,850"
7-15-2021,"2,331"
7-16-2021,"2,450"
7-17-2021,"4,700"
7-18-2021,"6,345"
7-19-2021,"3,444"
7-20-2021,"2,160"
7-21-2021,"1,584"
7-22-2021,"2,401"
7-23-2021,"3,869"
7-24-2021,"6,440"
7-25-2021,"3,675"
7-26-2021,"1,872"
7-27-2021,"1,551"
7-28-2021,"1,848"
7-29-2021,"3,900"
7-30-2021,"6,160"
7-31-2021,"2,990"
8-1-2021,"2,352"
8-2-2021,"2,438"
8-3-2021,"2,296"
8-4-2021,"3,965"
8-5-2021,"8,550"
8-6-2021,"3,450"
8-7-2021,"3,450"
8-8-2021,"2,646"
8-9-2021,"3,422"
8-10-2021,"5,184"
8-11-2021,"3,780"
8-12-2021,"5,488"
8-13-2021,"4,266"
8-14-2021,"5,168"
8-15-2021,"3,478"
8-16-2021,"4,851"
8-17-2021,"4,048"
8-18-2021,"5,216"
8-19-2021,"4,046"
8-20-2021,"4,096"
8-21-2021,"2,850"
8-22-2021,"4,480"
8-23-2021,"5,278"
8-24-2021,"6,591"
8-25-2021,"4,060"
8-26-2021,"3,712"
8-27-2021,"3,078"
8-28-2021,"4,320"
8-29-2021,"3,276"
8-30-2021,"4,900"
8-31-2021,"3,800"
9-1-2021,"3,712"
9-2-2021,"2,890"
9-3-2021,"4,524"
9-4-2021,"3,705"
9-5-2021,"5,626"
9-6-2021,"4,200"
9-7-2021,"5,236"
9-8-2021,"6,419"
9-9-2021,"9,632"
9-10-2021,"9,184"
9-11-2021,"9,800"
9-12-2021,"7,744"
9-13-2021,"7,482"
9-14-2021,"6,525"
9-15-2021,"13,939"
9-16-2021,"9,471"
9-17-2021,"10,320"
9-18-2021,"11,176"
9-19-2021,"6,450"
9-20-2021,"7,849"
9-21-2021,"13,770"
9-22-2021,"10,192"
9-23-2021,"11,024"
9-24-2021,"12,558"
9-25-2021,"6,909"
9-26-2021,"7,526"
9-27-2021,"13,048"
9-28-2021,"9,593"
9-29-2021,"9,504"
9-30-2021,"11,977"
10-1-2021,"7,056"
10-2-2021,"7,155"
10-3-2021,"9,744"
10-4-2021,"6,084"
10-5-2021,"6,422"
10-6-2021,"5,904"
10-7-2021,"4,551"
10-8-2021,"3,600"
10-9-2021,"7,245"
10-10-2021,"6,878"
10-11-2021,"8,066"
10-12-2021,"11,088"
10-13-2021,"8,555"
10-14-2021,"7,728"
10-15-2021,"11,792"
10-16-2021,"13,157"
10-17-2021,"12,936"
10-18-2021,"11,718"
10-19-2021,"10,207"
10-20-2021,"9,164"
10-21-2021,"15,145"
10-22-2021,"4,884"
10-23-2021,"2,788"
10-24-2021,"1,848"
10-25-2021,722
10-26-2021,"1,944"
10-27-2021,"2,623"
10-28-2021,"4,998"
10-29-2021,"1,540"
10-30-2021,"1,564"
10-31-2021,507
11-1-2021,"1,836"
11-2-2021,"2,992"
11-3-2021,"5,880"
11-4-2021,"1,786"
11-5-2021,"1,836"
11-6-2021,344
11-7-2021,"1,160"
11-8-2021,"2,068"
11-9-2021,"5,612"
11-10-2021,"2,025"
11-11-2021,"1,444"
11-12-2021,840
11-13-2021,"1,210"
11-14-2021,"2,592"
11-15-2021,"7,888"
11-16-2021,"2,862"
11-17-2021,"2,184"
11-18-2021,"1,479"
11-19-2021,"1,829"
11-20-2021,"4,032"
11-21-2021,"8,640"
11-22-2021,"4,130"
11-23-2021,"2,288"
11-24-2021,"2,028"
11-25-2021,"2,700"
11-26-2021,"5,265"
11-27-2021,"8,700"
11-28-2021,"4,950"
11-29-2021,"3,009"
11-30-2021,"2,244"
12-1-2021,"3,840"
12-2-2021,"6,272"
12-3-2021,"9,480"
12-4-2021,"4,050"
12-5-2021,"3,294"
12-6-2021,"3,074"
12-7-2021,"2,806"
12-8-2021,"6,080"
12-9-2021,"8,866"
12-10-2021,"3,840"
12-11-2021,"2,050"
12-12-2021,"2,173"
12-13-2021,"1,800"
12-14-2021,"3,355"
12-15-2021,"5,720"
12-16-2021,"2,961"
12-17-2021,"1,632"
12-18-2021,"1,392"
12-19-2021,"1,512"
12-20-2021,"3,780"
12-21-2021,"7,458"
12-22-2021,"3,300"
12-23-2021,"3,025"
12-24-2021,"2,464"
12-25-2021,"2,688"
12-26-2021,"4,615"
12-27-2021,"8,308"
12-28-2021,"3,795"
12-29-2021,"3,575"
12-30-2021,"3,021"
12-31-2021,"2,961"
1-1-,"5,644"
1-2-,"3,904"
1-3-,"5,148"
1-4-,"4,797"
1-5-,"3,741"
1-6-,"3,290"
1-7-,"5,248"
1-8-,"5,372"
1-9-,"5,504"
1-10-,"4,879"
1-11-,"3,256"
1-12-,"2,392"
1-13-,"4,756"
1-14-,"6,880"
1-15-,"6,000"
1-16-,"5,408"
1-17-,"4,200"
1-18-,"2,585"
1-19-,"5,076"
1-20-,"8,294"
1-21-,"6,324"
1-22-,"7,320"
1-23-,"4,425"
1-24-,"3,276"
1-25-,"7,410"
1-26-,"8,642"
1-27-,"6,240"
1-28-,"7,308"
1-29-,"5,130"
1-30-,"3,600"
1-31-,"10,218"
2-1-,"10,584"
2-2-,"10,230"
2-3-,"10,230"
2-4-,"6,438"
2-5-,"4,779"
2-6-,"12,702"
2-7-,"12,644"
2-8-,"10,614"
2-9-,"8,723"
2-10-,"6,435"
2-11-,"7,800"
2-12-,"11,310"
2-13-,"13,020"
2-14-,"11,648"
2-15-,"9,120"
2-16-,"7,936"
2-17-,"9,384"
2-18-,"8,424"
2-19-,"9,744"
2-20-,"9,882"
2-21-,"6,669"
2-22-,"6,496"
2-23-,"8,040"
2-24-,"8,362"
2-25-,"7,728"
2-26-,"9,735"
2-27-,"5,886"
2-28-,"5,670"
3-1-,"5,103"
3-2-,"6,392"
3-3-,"8,835"
3-4-,"9,600"
3-5-,"5,830"
3-6-,"6,048"
3-7-,"5,632"
3-8-,"9,044"
3-9-,"11,368"
3-10-,"11,718"
3-11-,"7,021"
3-12-,"7,581"
3-13-,"7,728"
3-14-,"11,100"
3-15-,"3,444"
3-16-,"4,674"
3-17-,"4,485"
3-18-,"2,736"
3-19-,"2,296"
3-20-,"4,736"
3-21-,"3,537"
3-22-,"4,218"
3-23-,"4,674"
3-24-,"2,592"
3-25-,"2,494"
3-26-,"4,292"
3-27-,"6,105"
3-28-,"5,376"
3-29-,"5,916"
3-30-,"4,590"
3-31-,"2,184"
4-1-,"4,940"
4-2-,"7,205"
4-3-,"5,546"
4-4-,"6,893"
4-5-,"4,144"
4-6-,"2,728"
4-7-,"7,056"
4-8-,"7,205"
4-9-,"6,300"
4-10-,"5,782"
4-11-,"4,002"
4-12-,"2,772"
4-13-,"9,842"
4-14-,"10,206"
4-15-,"8,496"
4-16-,"9,600"
4-17-,"8,370"
4-18-,"6,006"
4-19-,"15,023"
4-20-,"12,928"
4-21-,"12,596"
4-22-,"10,787"
4-23-,"8,723"
4-24-,"8,777"
4-25-,"10,686"
4-26-,"12,348"
4-27-,"13,797"
4-28-,"9,581"
4-29-,"8,505"
4-30-,"10,360"
5-1-,"7,400"
5-2-,"9,558"
5-3-,"11,592"
5-4-,"6,780"
5-5-,"5,900"
5-6-,"8,880"
5-7-,"6,890"
5-8-,"6,987"
5-9-,"8,208"
5-10-,"5,202"
5-11-,"4,505"
5-12-,"4,800"
5-13-,"6,825"
5-14-,"7,800"
5-15-,"8,250"
5-16-,"6,528"
5-17-,"6,960"
5-18-,"7,140"
5-19-,"9,490"
5-20-,"11,977"
5-21-,"11,648"
5-22-,"7,500"
5-23-,"7,875"
5-24-,"7,820"
5-25-,"10,275"
5-26-,"4,212"
5-27-,"6,288"
5-28-,"6,210"
5-29-,"3,822"
5-30-,"3,723"
5-31-,"5,750"
6-1-,"4,968"
6-2-,"6,157"
6-3-,"5,734"
6-4-,"4,176"
6-5-,"3,380"
6-6-,"5,658"
6-7-,"7,682"
6-8-,"6,670"
6-9-,"6,900"
6-10-,"5,440"
6-11-,"3,174"
6-12-,"6,510"
6-13-,"10,880"
6-14-,"6,248"
6-15-,"8,880"
6-16-,"4,950"
6-17-,"3,304"
6-18-,"6,864"
6-19-,"9,075"
6-20-,"6,480"
6-21-,"7,320"
6-22-,"5,310"
6-23-,"3,120"
6-24-,"9,375"
6-25-,"13,845"
6-26-,"13,912"
6-27-,"11,736"
6-28-,"9,375"
6-29-,"8,610"
6-30-,"17,836"
7-1-,"17,447"
7-2-,"14,924"
7-3-,"13,650"
7-4-,"10,686"
7-5-,"11,088"
7-6-,"14,725"
7-7-,"17,360"
7-8-,"16,170"
7-9-,"11,899"
7-10-,"11,470"
7-11-,"11,005"
7-12-,"8,208"
7-13-,"9,984"
7-14-,"12,354"
7-15-,"8,505"
7-16-,"7,504"
7-17-,"7,992"
7-18-,"7,006"
7-19-,"8,642"
7-20-,"8,832"
7-21-,"6,328"
7-22-,"5,684"
7-23-,"6,486"
7-24-,"7,171"
7-25-,"8,748"
7-26-,"11,280"
7-27-,"6,696"
7-28-,"8,073"
7-29-,"9,775"
7-30-,"12,144"
7-31-,"14,664"
8-1-,"15,015"
8-2-,"10,074"
8-3-,"10,488"
8-4-,"10,906"
8-5-,"12,900"
8-6-,"12,012"
8-7-,"9,061"
8-8-,"7,820"
8-9-,"6,650"
8-10-,"9,750"
8-11-,"10,127"
8-12-,"13,717"
8-13-,"8,385"
8-14-,"7,680"
8-15-,"6,422"
8-16-,"11,554"
8-17-,"9,061"
8-18-,"10,988"
8-19-,"9,450"
8-20-,"6,944"
8-21-,"6,300"
8-22-,"9,646"
8-23-,"9,450"
4-24-,"10,752"
4-24-,"8,610"
4-24-,"6,496"
4-24-,"7,182"
4-24-,"10,192"
4-24-,"9,152"
4-24-,"15,600"
4-24-,"10,476"
4-24-,"8,836"
4-24-,"8,575"
4-24-,"11,368"
4-24-,"15,872"
4-24-,"15,950"
4-24-,"11,124"
9-7-,"10,192"
9-8-,"10,199"
9-9-,"14,446"
9-10-,"16,317"
9-11-,"17,940"
9-12-,"12,825"
9-13-,"10,750"
9-14-,"12,349"
9-15-,"12,688"
9-16-,"16,348"
9-17-,"18,240"
9-18-,"13,860"
9-19-,"12,243"
9-20-,"10,252"
9-21-,"11,700"
9-22-,"15,568"
9-23-,"15,052"
9-24-,"11,730"
9-25-,"9,225"
9-26-,"8,820"
9-27-,"10,500"
9-28-,"12,265"
9-29-,"15,120"
9-30-,"10,105"
10-1-,"9,541"
10-2-,"8,190"
10-3-,"10,773"
10-4-,"13,157"
10-5-,"13,664"
10-6-,"10,976"
10-7-,"10,304"
10-8-,"9,898"
10-9-,"12,480"
10-10-,"13,632"
5-24-,"20,349"
5-24-,"12,954"
5-24-,"12,896"
5-24-,"11,286"
5-24-,"12,120"
5-24-,"14,016"
10-17-,"4,323"
10-18-,"2,145"
10-19-,"1,512"
10-20-,754
10-21-,"1,677"
10-22-,"2,080"
10-23-,"4,320"
10-24-,"1,292"
10-25-,"1,400"
10-26-,540
10-27-,"1,804"
10-28-,"2,210"
10-29-,"4,524"
10-30-,"1,330"
10-31-,"1,537"
11-1-,224
11-2-,893
11-3-,"1,786"
11-4-,"4,320"
11-5-,"1,064"
11-6-,754
11-7-,224
11-8-,658
11-9-,"1,908"
11-10-,"5,568"
11-11-,"1,936"
11-12-,"1,406"
11-13-,468
11-14-,"1,000"
11-15-,"2,958"
11-16-,"4,664"
11-17-,"1,862"
11-18-,"1,551"
11-19-,"1,440"
11-20-,"2,205"
11-21-,"4,293"
11-22-,"7,840"
11-23-,"3,150"
11-24-,"2,268"
11-25-,"1,938"
11-26-,"2,842"
11-27-,"5,292"
11-28-,"6,439"
11-29-,"3,741"
11-30-,"2,516"
12-1-,"1,551"
12-2-,"1,764"
12-3-,"4,048"
12-4-,"4,859"
12-5-,"2,701"
12-6-,984
12-7-,744
12-8-,"1,088"
12-9-,"2,028"
12-10-,"4,018"
12-11-,"1,972"
12-12-,800
12-13-,672
12-14-,779
12-15-,"2,940"
12-16-,"4,186"
12-17-,"1,976"
12-18-,"1,368"
12-19-,"1,710"
12-20-,"1,768"
12-21-,"3,599"
12-22-,"6,200"
12-23-,"3,234"
12-24-,"2,464"
12-25-,"2,156"
12-26-,"2,376"
12-27-,"4,158"
12-28-,"3,808"
12-29-,"5,504"
12-30-,"4,879"
12-31-,"4,312"
1-1-2021,"3,619"
1-2-2021,"5,934"
1-3-2021,"5,372"
1-4-2021,"5,166"
1-5-2021,"5,246"
1-6-2021,"3,564"
1-7-2021,"2,832"
1-8-2021,"5,117"
1-9-2021,"5,536"
1-10-2021,"4,715"
1-11-2021,"5,376"
1-12-2021,"4,004"
1-13-2021,"2,880"
1-14-2021,"4,704"
1-15-2021,"7,084"
1-16-2021,"4,343"
1-17-2021,"5,280"
1-18-2021,"2,808"
1-19-2021,"2,464"
1-20-2021,"5,555"
1-21-2021,"5,850"
1-22-2021,"4,346"
1-23-2021,"4,884"
1-24-2021,"3,344"
1-25-2021,"2,501"
1-26-2021,"6,372"
1-27-2021,"6,084"
1-28-2021,"6,174"
1-29-2021,"7,260"
1-30-2021,"4,028"
1-31-2021,"3,075"
2-1-2021,"8,250"
2-2-2021,"7,511"
2-3-2021,"6,396"
2-4-2021,"6,292"
2-5-2021,"4,068"
2-6-2021,"5,208"
2-7-2021,"8,294"
2-8-2021,"8,526"
2-9-2021,"10,152"
2-10-2021,"6,370"
2-11-2021,"4,346"
2-12-2021,"5,512"
2-13-2021,"6,272"
2-14-2021,"7,380"
2-15-2021,"7,488"
2-16-2021,"4,914"
2-17-2021,"4,756"
2-18-2021,"5,000"
2-19-2021,"7,198"
2-20-2021,"7,040"
2-21-2021,"7,840"
2-22-2021,"4,756"
2-23-2021,"4,620"
2-24-2021,"5,292"
2-25-2021,"6,264"
2-26-2021,"6,346"
2-27-2021,"7,266"
2-28-2021,"4,551"
3-1-2021,"4,641"
3-2-2021,"5,763"
3-3-2021,"7,448"
3-4-2021,"8,036"
3-5-2021,"8,190"
3-6-2021,"5,586"
3-7-2021,"6,149"
3-8-2021,"6,360"
3-9-2021,"7,150"
3-10-2021,"3,780"
3-11-2021,"5,278"
3-12-2021,"3,510"
3-13-2021,"4,320"
3-14-2021,"3,705"
3-15-2021,"4,125"
3-16-2021,"4,056"
3-17-2021,"5,973"
3-18-2021,"3,904"
3-19-2021,"3,564"
3-20-2021,"3,071"
3-21-2021,"4,256"
3-22-2021,"5,103"
3-23-2021,"6,031"
3-24-2021,"3,472"
3-25-2021,"3,333"
3-26-2021,"2,691"
3-27-2021,"3,663"
3-28-2021,"3,211"
3-29-2021,"4,224"
3-30-2021,"2,565"
3-31-2021,"2,576"
4-1-2021,"2,352"
4-2-2021,"3,864"
4-3-2021,"2,646"
4-4-2021,"5,014"
4-5-2021,"3,420"
4-6-2021,"3,834"
4-7-2021,"4,346"
4-8-2021,"7,676"
4-9-2021,"7,812"
4-10-2021,"8,484"
4-11-2021,"6,084"
4-12-2021,"6,264"
4-13-2021,"6,235"
4-14-2021,"11,564"
4-15-2021,"7,740"
4-16-2021,"8,858"
4-17-2021,"9,468"
4-18-2021,"5,957"
4-19-2021,"7,095"
4-20-2021,"11,596"
4-21-2021,"9,553"
4-22-2021,"12,582"
4-23-2021,"13,110"
4-24-2021,"5,586"
4-25-2021,"6,517"
4-26-2021,"9,593"
4-27-2021,"8,918"
4-28-2021,"7,943"
4-29-2021,"9,828"
4-30-2021,"5,300"
5-1-2021,"5,640"
5-2-2021,"6,846"
5-3-2021,"5,709"
5-4-2021,"4,800"
5-5-2021,"5,292"
5-6-2021,"3,724"
5-7-2021,"2,816"
5-8-2021,"5,633"
5-9-2021,"5,684"
5-10-2021,"5,481"
5-11-2021,"8,700"
5-12-2021,"6,916"
5-13-2021,"5,763"
5-14-2021,"9,971"
5-15-2021,"10,600"
5-16-2021,"12,240"
5-17-2021,"11,340"
5-18-2021,"8,046"
5-19-2021,"7,000"
5-20-2021,"13,725"
5-21-2021,"3,808"
5-22-2021,"1,792"
5-23-2021,"1,560"
5-24-2021,513
5-25-2021,"1,505"
5-26-2021,"2,176"
5-27-2021,"3,808"
5-28-2021,"1,254"
5-29-2021,"1,081"
5-30-2021,406
5-31-2021,"1,271"
6-1-2021,"1,920"
6-2-2021,"4,636"
6-3-2021,"1,014"
6-4-2021,"1,131"
6-5-2021,0
6-6-2021,585
6-7-2021,"1,406"
6-8-2021,"3,990"
6-9-2021,736
6-10-2021,483
6-11-2021,0
6-12-2021,252
6-13-2021,"1,326"
6-14-2021,"5,192"
6-15-2021,"1,254"
6-16-2021,960
6-17-2021,238
6-18-2021,598
6-19-2021,"2,091"
6-20-2021,"4,320"
6-21-2021,"1,440"
6-22-2021,"1,242"
